,random_searchs,output_column,patience,sampling_rate,days_in_future,division_perc,epochs,n_layers,drop_out,batch_size,length,learning_rate,evaluation,model,history,model_name
0,1,"['PM 2.5', 'Sulfur Dioxide (p.p.b)']",1,1,1,"(0.6, 0.2, 0.2)",2,3,0.0,256,10,0.0003174895070164628,"[3.702008008956909, 156166848.0, 4.17612361907959, 8.565319061279297]","{""class_name"": ""Sequential"", ""config"": {""name"": ""sequential"", ""layers"": [{""class_name"": ""InputLayer"", ""config"": {""batch_input_shape"": [null, 10, 6], ""dtype"": ""float32"", ""sparse"": false, ""ragged"": false, ""name"": ""input_1""}}, {""class_name"": ""LSTM"", ""config"": {""name"": ""lstm"", ""trainable"": true, ""dtype"": ""float32"", ""return_sequences"": true, ""return_state"": false, ""go_backwards"": false, ""stateful"": false, ""unroll"": false, ""time_major"": false, ""units"": 5, ""activation"": ""relu"", ""recurrent_activation"": ""sigmoid"", ""use_bias"": true, ""kernel_initializer"": {""class_name"": ""GlorotUniform"", ""config"": {""seed"": null}}, ""recurrent_initializer"": {""class_name"": ""Orthogonal"", ""config"": {""gain"": 1.0, ""seed"": null}}, ""bias_initializer"": {""class_name"": ""Zeros"", ""config"": {}}, ""unit_forget_bias"": true, ""kernel_regularizer"": null, ""recurrent_regularizer"": null, ""bias_regularizer"": null, ""activity_regularizer"": null, ""kernel_constraint"": null, ""recurrent_constraint"": null, ""bias_constraint"": null, ""dropout"": 0.0, ""recurrent_dropout"": 0.0, ""implementation"": 2}}, {""class_name"": ""TimeDistributed"", ""config"": {""name"": ""time_distributed"", ""trainable"": true, ""dtype"": ""float32"", ""layer"": {""class_name"": ""Dense"", ""config"": {""name"": ""dense"", ""trainable"": true, ""dtype"": ""float32"", ""units"": 2, ""activation"": ""relu"", ""use_bias"": true, ""kernel_initializer"": {""class_name"": ""GlorotUniform"", ""config"": {""seed"": null}}, ""bias_initializer"": {""class_name"": ""Zeros"", ""config"": {}}, ""kernel_regularizer"": null, ""bias_regularizer"": null, ""activity_regularizer"": null, ""kernel_constraint"": null, ""bias_constraint"": null}}}}, {""class_name"": ""Dropout"", ""config"": {""name"": ""dropout"", ""trainable"": true, ""dtype"": ""float32"", ""rate"": 0.0, ""noise_shape"": null, ""seed"": null}}, {""class_name"": ""LSTM"", ""config"": {""name"": ""lstm_1"", ""trainable"": true, ""dtype"": ""float32"", ""return_sequences"": false, ""return_state"": false, ""go_backwards"": false, ""stateful"": false, ""unroll"": false, ""time_major"": false, ""units"": 1, ""activation"": ""relu"", ""recurrent_activation"": ""sigmoid"", ""use_bias"": true, ""kernel_initializer"": {""class_name"": ""GlorotUniform"", ""config"": {""seed"": null}}, ""recurrent_initializer"": {""class_name"": ""Orthogonal"", ""config"": {""gain"": 1.0, ""seed"": null}}, ""bias_initializer"": {""class_name"": ""Zeros"", ""config"": {}}, ""unit_forget_bias"": true, ""kernel_regularizer"": null, ""recurrent_regularizer"": null, ""bias_regularizer"": null, ""activity_regularizer"": null, ""kernel_constraint"": null, ""recurrent_constraint"": null, ""bias_constraint"": null, ""dropout"": 0.0, ""recurrent_dropout"": 0.0, ""implementation"": 2}}, {""class_name"": ""Dense"", ""config"": {""name"": ""dense_1"", ""trainable"": true, ""dtype"": ""float32"", ""units"": 1, ""activation"": ""relu"", ""use_bias"": true, ""kernel_initializer"": {""class_name"": ""GlorotUniform"", ""config"": {""seed"": null}}, ""bias_initializer"": {""class_name"": ""Zeros"", ""config"": {}}, ""kernel_regularizer"": null, ""bias_regularizer"": null, ""activity_regularizer"": null, ""kernel_constraint"": null, ""bias_constraint"": null}}]}, ""keras_version"": ""2.4.0"", ""backend"": ""tensorflow""}","{'loss': [4.0258708000183105, 4.0258708000183105], 'mape': [103751384.0, 103751384.0], 'mae': [4.468516826629639, 4.468516826629639], 'root_mean_squared_error': [15.434969902038574, 15.434969902038574], 'val_loss': [3.3154101371765137, 3.3154101371765137], 'val_mape': [183193280.0, 183193280.0], 'val_mae': [3.7955517768859863, 3.7955517768859863], 'val_root_mean_squared_error': [6.794675350189209, 6.794675350189209]}",MODEL_2021mai07-001024_LR=0.0003174895070164628_#Layers=3_#LG=10_#BS=256.h5
