,random_searchs,output_column,patience,sampling_rate,days_in_future,division_perc,epochs,save_model_path,save_result_path,columns_to_drop,n_layers,drop_out,batch_size,length,learning_rate,evaluation,model,history,model_name
0,1,['PM 2.5'],1,1,1,"(0.6, 0.2, 0.2)",5,/home/gabriel-gatti/Documents/air_pollution_forecast/models/,/home/gabriel-gatti/Documents/air_pollution_forecast/resultados/,"['Latitude', 'Longitude']",1,0.0,256,18,0.0033087296525974555,"[0.2366340309381485, 6746.57470703125, 0.5229093432426453, 0.8501323461532593]","{""class_name"": ""Sequential"", ""config"": {""name"": ""sequential"", ""layers"": [{""class_name"": ""InputLayer"", ""config"": {""batch_input_shape"": [null, 18, 8], ""dtype"": ""float32"", ""sparse"": false, ""ragged"": false, ""name"": ""input_1""}}, {""class_name"": ""LSTM"", ""config"": {""name"": ""lstm"", ""trainable"": true, ""dtype"": ""float32"", ""return_sequences"": false, ""return_state"": false, ""go_backwards"": false, ""stateful"": false, ""unroll"": false, ""time_major"": false, ""units"": 9, ""activation"": ""tanh"", ""recurrent_activation"": ""sigmoid"", ""use_bias"": true, ""kernel_initializer"": {""class_name"": ""GlorotUniform"", ""config"": {""seed"": null}}, ""recurrent_initializer"": {""class_name"": ""Orthogonal"", ""config"": {""gain"": 1.0, ""seed"": null}}, ""bias_initializer"": {""class_name"": ""Zeros"", ""config"": {}}, ""unit_forget_bias"": true, ""kernel_regularizer"": null, ""recurrent_regularizer"": null, ""bias_regularizer"": null, ""activity_regularizer"": null, ""kernel_constraint"": null, ""recurrent_constraint"": null, ""bias_constraint"": null, ""dropout"": 0.0, ""recurrent_dropout"": 0.0, ""implementation"": 2}}, {""class_name"": ""Dense"", ""config"": {""name"": ""dense"", ""trainable"": true, ""dtype"": ""float32"", ""units"": 1, ""activation"": ""tanh"", ""use_bias"": true, ""kernel_initializer"": {""class_name"": ""GlorotUniform"", ""config"": {""seed"": null}}, ""bias_initializer"": {""class_name"": ""Zeros"", ""config"": {}}, ""kernel_regularizer"": null, ""bias_regularizer"": null, ""activity_regularizer"": null, ""kernel_constraint"": null, ""bias_constraint"": null}}]}, ""keras_version"": ""2.4.0"", ""backend"": ""tensorflow""}","{""loss"": [0.22931185364723206, 0.21948008239269257, 0.21640929579734802, 0.21367377042770386, 0.2114766389131546], ""mape"": [4703.0859375, 4600.43310546875, 4513.1220703125, 4562.259765625, 4487.7314453125], ""mae"": [0.4990842640399933, 0.4844452738761902, 0.4800524413585663, 0.4753539562225342, 0.4719247817993164], ""root_mean_squared_error"": [0.9746906161308289, 0.9568417072296143, 0.9533092975616455, 0.9496959447860718, 0.9466566443443298], ""val_loss"": [0.18651820719242096, 0.18161141872406006, 0.17744608223438263, 0.17636041343212128, 0.17996220290660858], ""val_mape"": [5748.4658203125, 5776.80517578125, 6163.9912109375, 5950.037109375, 6296.939453125], ""val_mae"": [0.45155584812164307, 0.4413069486618042, 0.433476984500885, 0.43400269746780396, 0.44498202204704285], ""val_root_mean_squared_error"": [0.7504426836967468, 0.7440043687820435, 0.7382164001464844, 0.735338568687439, 0.7391945719718933]}",MODEL_21May12-21h48m37s_#LearningRate=0.003309_#Layers=1_#Length=18_#BatchSize=256
